1.000729937855409091e+00,1.014928482727088133e+00,1.004667262199579358e+00,1.004620460061868004e+00,1.010752317408466272e+00,1.006831752392775448e+00,1.019663994342959512e+00,1.014465424802544868e+00,1.010224998759022608e+00,1.008345454865682278e+00,1.002652529076271781e+00,1.009303727233736403e+00,1.004495141920558110e+00,1.017123422518246390e+00,1.005163850437487127e+00,1.007424014107267896e+00,1.056538498149806271e+00,7.622907292505056720e-01,1.001522508799152389e+00,9.975641295486404880e-01,1.004115983038693649e+00,1.004149778473749866e+00,9.988324892489958140e-01,9.990111581817180397e-01,1.012933486400026561e+00,1.001776542914727841e+00,1.012140627350178512e+00,1.008237994705637242e+00,1.008222891511744379e+00,1.011224926368774257e+00,1.010302345675611724e+00,1.003589224242547928e+00,1.009604961773154841e+00,1.004009616426812412e+00,1.002628891322887572e+00,1.011967872801185608e+00,1.010587748393876106e+00,1.007074212149727366e+00,1.004929891499374506e+00,9.954418838801724068e-01,1.003009596665840997e+00,1.003709035030474039e+00,1.001145711782078118e+00,9.993960240970282127e-01,9.838267138520164767e-01,9.963433971324499039e-01,1.001424983115028144e+00,1.000536721962189013e+00,9.965683499560988867e-01,9.914819727362867985e-01,9.967993983947859293e-01,9.976788886248113553e-01,9.962316096068531968e-01,9.968806202936162375e-01,1.000967586692758982e+00,9.993082714333431094e-01,9.972753329262299404e-01,9.900572091466189883e-01
1.000528972223612589e+00,1.008686055341028620e+00,1.002589159165298005e+00,1.002921677146278778e+00,1.006072926056237771e+00,1.002193133582645501e+00,1.012230223307734267e+00,1.007561052402769164e+00,1.005738454722685749e+00,1.005365565644092740e+00,1.001690789419485750e+00,1.006856492961210048e+00,1.003735920931184689e+00,1.009932153684580447e+00,1.003579662633804936e+00,1.003670526700761068e+00,1.007850705743870146e+00,1.009051517166552836e+00,9.972413521169092299e-01,9.976580955258983474e-01,1.002256888788041422e+00,1.002713605037808708e+00,9.999796572254945337e-01,9.998487975077963164e-01,1.009270705215496111e+00,1.001551653987787782e+00,1.008500957748342808e+00,1.005032253434321454e+00,1.005742586335163002e+00,1.007024353047656362e+00,1.005969597454834163e+00,1.001475149257127883e+00,1.007342757940256073e+00,1.002020751221691430e+00,1.001883927505809124e+00,1.006478027264420705e+00,1.005342489198719269e+00,1.004116901184268773e+00,1.003414633253907562e+00,9.967978403109574170e-01,1.001513295301814654e+00,1.001470403941626452e+00,1.001092331159030513e+00,9.988658036299297160e-01,9.866819944648373975e-01,9.969640392645003901e-01,1.001521690654360031e+00,1.000650465871819161e+00,9.977269008022154884e-01,9.938450777787635193e-01,9.973908883012434501e-01,9.987383465111692171e-01,9.969053359965780459e-01,9.981159428125307986e-01,1.000797448617281482e+00,1.000136741902718729e+00,9.983520593715862201e-01,9.951214107202356329e-01
1.000384910803251426e+00,1.005199140749401421e+00,1.002216227609471044e+00,1.002483452183581925e+00,1.004143917615245796e+00,1.002124929788086094e+00,1.008104293405562624e+00,1.004765690445084791e+00,1.003884457906681016e+00,1.003916600314617380e+00,1.001453493720791288e+00,1.004779812283977281e+00,1.002736718772428537e+00,1.006181003632464543e+00,1.002434027323942045e+00,1.002614614589639741e+00,1.005735530906413100e+00,1.006630539363601029e+00,9.978808871709878847e-01,9.983864901671273273e-01,1.001694184870982829e+00,1.001982298011241390e+00,1.000236343273140927e+00,1.000090541476543304e+00,1.007129910214583202e+00,1.001286941833370081e+00,1.005891764606455796e+00,1.003636684314813010e+00,1.004044440931838977e+00,1.005138409799113619e+00,1.004185297971789126e+00,1.001182928621600299e+00,1.005417017774744570e+00,1.001506819104055923e+00,1.001418294858390290e+00,1.004837794609344526e+00,1.003924165785962774e+00,1.002820022851335535e+00,1.002579377600428812e+00,9.978538149499612819e-01,1.001158215440621779e+00,1.001155906282288122e+00,1.000881288207809972e+00,9.990095416344197954e-01,9.896856435476629743e-01,9.973026792966108722e-01,1.001111492607639653e+00,1.000538319457304315e+00,9.985366492752305589e-01,9.955477164727172257e-01,9.978102258952508130e-01,9.992124796588497393e-01,9.972932620532094505e-01,9.985849744875300305e-01,1.000561479755000427e+00,1.000223911363116835e+00,9.986111015302980842e-01,9.974007218066834879e-01
1.000285653777670980e+00,1.003143187091407595e+00,1.001753987073632279e+00,1.001969811898805629e+00,1.002831202815907874e+00,1.001737389490366281e+00,1.005402666853533189e+00,1.003050334127826293e+00,1.002636056106364526e+00,1.002842041871997880e+00,1.001196471861798054e+00,1.003332766603143522e+00,1.001991558697953755e+00,1.003849619832432039e+00,1.001668153105363945e+00,1.001873666109505123e+00,1.004167128746489501e+00,1.004863044452823040e+00,9.983768956182555998e-01,9.989024046283685454e-01,1.001270374588989931e+00,1.001454398422448877e+00,1.000348485822656786e+00,1.000208583788613659e+00,1.005412178603736661e+00,1.001034267258817501e+00,1.004080229955856440e+00,1.002634650630444213e+00,1.002855442819954757e+00,1.003748151557411150e+00,1.002920141311675728e+00,1.000947894532485449e+00,1.003968353326556207e+00,1.001139003199273736e+00,1.001074858126072220e+00,1.003620884025536730e+00,1.002891391203115434e+00,1.001957042271435228e+00,1.001969251740627342e+00,9.985778197774329845e-01,1.000900960891796476e+00,1.000918347146288578e+00,1.000710329616064431e+00,9.991663150586702624e-01,9.919836586978849624e-01,9.976496760724484769e-01,1.000814507105650231e+00,1.000442520933620960e+00,9.990762291646502202e-01,9.967859791522026836e-01,9.982004587975605858e-01,9.995227392942328537e-01,9.976773856500069648e-01,9.989481490140778019e-01,1.000409085149348343e+00,1.000240748750526931e+00,9.988535066879040691e-01,9.986362347578531251e-01
1.000214884002387672e+00,1.001938958419342107e+00,1.001339679703062702e+00,1.001510369517603083e+00,1.001949877234444841e+00,1.001336063732241932e+00,1.003640930823382460e+00,1.001994996039767605e+00,1.001806568675835285e+00,1.002060939178466281e+00,1.000964158757372990e+00,1.002334362483615848e+00,1.001452232518012631e+00,1.002421844157190378e+00,1.001159659616138509e+00,1.001354108870369908e+00,1.003028623799119501e+00,1.003551130857353701e+00,9.987576733832201903e-01,9.992644710635525396e-01,1.000957211169897887e+00,1.001076875415158440e+00,1.000378566249723766e+00,1.000256425247903591e+00,1.004069133515040013e+00,1.000818789976506418e+00,1.002831838552654231e+00,1.001915434661040827e+00,1.002026010448133775e+00,1.002731665282084572e+00,1.002036579251793791e+00,1.000758134258542098e+00,1.002895426548485958e+00,1.000870137105804414e+00,1.000821358443411357e+00,1.002714971325490589e+00,1.002137953191512887e+00,1.001378126777713984e+00,1.001514282823993129e+00,9.990718382141723364e-01,1.000707784504256903e+00,1.000733423868064076e+00,1.000572749937638672e+00,9.993108361328399969e-01,9.937512788746084569e-01,9.979736174631786971e-01,1.000606449606272319e+00,1.000366663209541374e+00,9.994335242307377243e-01,9.976859270175235661e-01,9.985397531864563803e-01,9.997247381271072708e-01,9.980280344054281993e-01,9.992231618914128033e-01,1.000311124846041677e+00,1.000233823848357018e+00,9.990668356374793335e-01,9.993120727941708914e-01
1.000163533876036182e+00,1.001226033468679555e+00,1.001003782982122337e+00,1.001135093761901018e+00,1.001354176256495032e+00,1.000998529316049046e+00,1.002483698968296810e+00,1.001332857842810009e+00,1.001250415582289888e+00,1.001494183175569264e+00,1.000764776592806271e+00,1.001642669476194181e+00,1.001060737781745313e+00,1.001546105645358731e+00,1.000816746316382622e+00,1.000986912310218857e+00,1.002202617452528255e+00,1.002589766375097113e+00,9.990498314751048436e-01,9.995164693064924055e-01,1.000723680122630910e+00,1.000802577405402349e+00,1.000364559468843950e+00,1.000262952287921614e+00,1.003037611938672358e+00,1.000641559123483404e+00,1.001972439382557978e+00,1.001397578372407393e+00,1.001444550569116299e+00,1.001990570522474533e+00,1.001423128697418452e+00,1.000605239104033872e+00,1.002108279436940919e+00,1.000670114868800420e+00,1.000631291964864111e+00,1.002039696289519721e+00,1.001586645989440472e+00,1.000984649026803508e+00,1.001171285393022359e+00,9.994070349758982230e-01,1.000559809046271065e+00,1.000587604120786400e+00,1.000461055438939262e+00,9.994372275221379276e-01,9.951189467219363483e-01,9.982654311017237214e-01,1.000456582194891419e+00,1.000303315595560960e+00,9.996672904084669131e-01,9.983392270595319307e-01,9.988259134543310269e-01,9.998533741023812871e-01,9.983379806176284621e-01,9.994286430672735255e-01,1.000243266961556632e+00,1.000212937043649220e+00,9.992473332165877631e-01,9.996787959484418895e-01
1.000125597030129931e+00,1.000796952198365508e+00,1.000745263800780105e+00,1.000843730493045980e+00,1.000949350083520040e+00,1.000737625712932566e+00,1.001715682150617237e+00,1.000909044977433160e+00,1.000874862357548079e+00,1.001084332600262972e+00,1.000600146167124782e+00,1.001162177760134719e+00,1.000776975785443001e+00,1.001005206031672534e+00,1.000582757658761590e+00,1.000725469637103959e+00,1.001604758242770288e+00,1.001888339696325403e+00,9.992737079421785129e-01,9.996900744564473085e-01,1.000548988898146252e+00,1.000601651070706088e+00,1.000329279511820157e+00,1.000247312940795164e+00,1.002256155697881068e+00,1.000499587691251913e+00,1.001380565936373479e+00,1.001023688758170049e+00,1.001035397238732916e+00,1.001451502684275408e+00,1.000998610630889241e+00,1.000482441012302770e+00,1.001534447108170856e+00,1.000519298587132511e+00,1.000487517985618524e+00,1.001535537532014963e+00,1.001182003066216852e+00,1.000713524475993488e+00,1.000910207792565787e+00,9.996325057792737612e-01,1.000444707599178029e+00,1.000471520504440992e+00,1.000370444270092474e+00,9.995441631078816336e-01,9.961814775916048026e-01,9.985226377613024562e-01,1.000347159491379756e+00,1.000250080167535360e+00,9.998178932057180113e-01,9.988125356732128202e-01,9.990623904489988050e-01,9.999333256149816052e-01,9.986063912796403486e-01,9.995808080743966428e-01,1.000193769512355724e+00,1.000186608729069615e+00,9.993967502757440391e-01,9.998741632763826770e-01
1.000097137090013133e+00,1.000532878652481639e+00,1.000551531545932571e+00,1.000623795179059972e+00,1.000672073628668945e+00,1.000543213329224468e+00,1.001199521753660893e+00,1.000631885827319101e+00,1.000618838610683792e+00,1.000788314075518270e+00,1.000467438892117977e+00,1.000826998624683162e+00,1.000571078804776359e+00,1.000666943601065784e+00,1.000420967707788433e+00,1.000537732986419348e+00,1.001172112190480190e+00,1.001378268484963252e+00,9.994451365627324835e-01,9.998082149662973483e-01,1.000417786460043867e+00,1.000453311926182032e+00,1.000285944430793217e+00,1.000221149067604953e+00,1.001670019120905586e+00,1.000387619794036453e+00,1.000971930520541342e+00,1.000752843080915166e+00,1.000746162376361603e+00,1.001059740707016088e+00,1.000704811526999638e+00,1.000384072878344632e+00,1.001117621437494609e+00,1.000404342238369049e+00,1.000377920497649731e+00,1.001158455514143952e+00,1.000883959452850025e+00,1.000523929241093679e+00,1.000709936842679060e+00,9.997823818372646443e-01,1.000354202836520434e+00,1.000378553222641465e+00,1.000297054591786861e+00,9.996328876113679263e-01,9.970096026203979500e-01,9.987464775609740109e-01,1.000266112021608755e+00,1.000205282443437316e+00,9.999128682284242897e-01,9.991545526847122050e-01,9.992551858084223193e-01,9.999813331114369985e-01,9.988359599445739700e-01,9.996928075488928922e-01,1.000156024137730526e+00,1.000159362774740934e+00,9.995187184377440914e-01,9.999746232785644562e-01
1.000075498585363931e+00,1.000366079368737671e+00,1.000408310095336262e+00,1.000460425175586199e+00,1.000480450429904744e+00,1.000400643324208527e+00,1.000847996650278793e+00,1.000446764889915574e+00,1.000442466906984906e+00,1.000574505290148908e+00,1.000362190134410856e+00,1.000592031771260215e+00,1.000421356234945547e+00,1.000451948871899255e+00,1.000307591817658270e+00,1.000401699534186895e+00,1.000858718301071315e+00,1.001007832614095205e+00,9.995763322472379642e-01,9.998873930686893452e-01,1.000318859475960442e+00,1.000343047442501021e+00,1.000241862409366300e+00,1.000191351758679126e+00,1.001233487772922093e+00,1.000300152279400612e+00,1.000688681791073620e+00,1.000555898646742436e+00,1.000540665633118387e+00,1.000774992671921382e+00,1.000500935312024220e+00,1.000305406522810969e+00,1.000815301441000837e+00,1.000315936396371175e+00,1.000293836316561213e+00,1.000875814112449858e+00,1.000663569155221699e+00,1.000389317659919008e+00,1.000555290255020768e+00,9.998804115029990003e-01,1.000282481101728793e+00,1.000303804880267489e+00,1.000237730309838202e+00,9.997055813001002322e-01,9.976567081089855460e-01,9.989398055643967655e-01,1.000205321733006247e+00,1.000167715710525096e+00,9.999709652695955020e-01,9.994009207838854270e-01,9.994108745870292632e-01,1.000008693592961517e+00,9.990307801501251417e-01,9.997749063013298132e-01,1.000126309469336672e+00,1.000133628599410462e+00,9.996173697607829700e-01,1.000022981077852702e+00
1.000058852281686672e+00,1.000257706661795698e+00,1.000303015156056574e+00,1.000340078144232869e+00,1.000346698290039971e+00,1.000296599074204318e+00,1.000605419074504177e+00,1.000320589924591497e+00,1.000319589117527386e+00,1.000419872204098448e+00,1.000279613648213939e+00,1.000426374903932603e+00,1.000312114172187350e+00,1.000312659449016151e+00,1.000227056585860863e+00,1.000302193399601469e+00,1.000631218994304961e+00,1.000738747083041558e+00,9.996767044421446258e-01,9.999394213481184179e-01,1.000243956602523410e+00,1.000260558691575374e+00,1.000200767386858258e+00,1.000161779082875402e+00,1.000909917334712906e+00,1.000232180562592887e+00,1.000491305911463069e+00,1.000412073158251314e+00,1.000393848630180438e+00,1.000567802823870034e+00,1.000358761380377270e+00,1.000242539196464886e+00,1.000595995845956931e+00,1.000247435930797346e+00,1.000228951598147287e+00,1.000663418052287534e+00,1.000499886976455199e+00,1.000292274564716477e+00,1.000435174590488030e+00,9.999431085563137422e-01,1.000225316729077107e+00,1.000243541293572624e+00,1.000189848855739694e+00,9.997646608654031652e-01,9.981635264196438984e-01,9.991061061518422548e-01,1.000159200035472873e+00,1.000136357545386101e+00,1.000004892102255516e+00,9.995777438450937913e-01,9.995357437101991538e-01,1.000022946335244800e+00,9.991953601003304986e-01,9.998349370469677977e-01,1.000102411101898348e+00,1.000110522664702017e+00,9.996966784609228052e-01,1.000043219684242368e+00
